,genre,body_text_clean
8015,Other,princ new power gener loveleft loveright bside npg girl steel like way bodi feel need put hand ooh get em gone thinkin bout way thing might anoth life wife dont mean one two everi night ooh lord know ill best mean itd test babi middl babi middl take request love left love right come make nois somebodi parti tonight oh yeah love left love right come make nois somebodi parti tonight oh yeah girl soul like way booti goe say curv deserv anoth glanc come pretti babi give chanc prove brotherhood ill make real good ill ya ill ya ill ya like wanna lord know ill best mean itd test lyric commerci use 1409617854061
8016,Other,princ charl citi beat band gang war gang war might well put hand togeth put togeth come put togeth got joy soul god control got satan trail im sing well he attack everyday im watch pray matter attack wont turn back mean war mean war mean war mean war got joy soul god control got satan trail im sing well he attack everyday im watch pray matter attack wont turn back mean war mean war mean war mean war plead plead blood plead plead blood lyric commerci use 1409617854061
8017,Pop/Rock,oldham western music alway bath even scream jump wave jump wade wade get blow lyric commerci use 1409617854061
8018,Pop/Rock,oldham western music western song jll go know go know never say care lyric commerci use 1409617854061
8019,Pop/Rock,oldham western music three photograph three photograph west coast entrust host held one show stand lyric commerci use 1409617854061
8020,Pop/Rock,oldham western music jump jump come come look close stay cold earli yet one mile away better forget vehicl stall ill walk want store stock thing lyric commerci use 1409617854061
8021,Pop/Rock,oldham blackrich music watch though im charg wait awhil wait style guid stay awhil watch wont ask friend lyric commerci use 1409617854061
8022,Other,oldham song put togeth broken giant watch though im charg wait awhil wait style guid stay awhil watch wont ask friend lyric commerci use 1409617854061
8023,Pop/Rock,oldham guarapero lost blue 2 drink woman 
8024,Pop/Rock,oldham guarapero lost blue 2 spider dude often love see milki white angel get deserv rest drool chest hair softli say love nest held bob street hold humor soft recogn good intent ill let spider eat fli scratch bone never let catch anoth lyric commerci use 1409617854061
8025,Pop/Rock,oldham guarapero lost blue 2 gezundheit 
8026,Pop/Rock,oldham guarapero lost blue 2 big ball 
8027,Pop/Rock,oldham guarapero lost blue 2 mekon et al 
8028,Pop/Rock,oldham guarapero lost blue 2 stabl 
8029,Pop/Rock,oldham guarapero lost blue 2 everi mother son well ive ride win pig long long time sometim wonder end line one take advantag man got made think he wrong everi mother son better hear im sayin everi mother son rise fall someday lyric commerci use 1409617854061
8030,Pop/Rock,oldham guarapero lost blue 2 ride 
8031,Pop/Rock,oldham guarapero lost blue 2 patienc 
8032,Pop/Rock,oldham guarapero lost blue 2 take howev long want 
8033,Pop/Rock,oldham guarapero lost blue 2 call liar 
8034,Pop/Rock,oldham guarapero lost blue 2 lord need 
8035,Pop/Rock,oldham patienc patienc 
8036,Pop/Rock,oldham patienc take howev long want 
8037,Pop/Rock,oldham joya let 
8038,Pop/Rock,oldham joya antagon 
8039,Pop/Rock,oldham joya new gypsi 
8040,Pop/Rock,oldham joya oppress 
8041,Pop/Rock,oldham joya gator gator home love gator love alon night im sleep know im alon gator allegedli roam lyric commerci use 1409617854061
8042,Pop/Rock,oldham joya open heart 
8043,Pop/Rock,oldham joya rider high high night eye bug im couch ladi got box press face belt bead drape around waist lyric commerci use 1409617854061
8044,Pop/Rock,oldham joya still know god dont shi 
8045,Pop/Rock,oldham joya apocolyps dine breezeway met later carport drink ration pill split evenli blue pink didnt realli split blue mean that think lyric commerci use 1409617854061
8046,Pop/Rock,oldham joya still meant 
8047,Pop/Rock,oldham joya bolden boke boy 
8048,Pop/Rock,oldham joya idea deed 
8049,Pop/Rock,oldham littl joya joya god bless chao im readi go made provis written note bad folk remain earth see deni renew birth even swallow sweet one angri bitter briefli withdraw ive done much protect hide hard aw emot never could bear lyric commerci use 1409617854061
8050,Pop/Rock,amalgam son rest amalgam son rest donal donal work sea wave blow wild free splice rope set sail southward goe home whale never think far behind lyric commerci use 1409617854061
8051,Rap,arabian princ where bytch ya bytch f side show choru ya bitch ya bitch x3 ya bitch ya arabian princ life counti aint fun waitin girl get day 21 waitin make dash payphon payphon call bitch aint home guess ill wait time got ten day fuck crime that get see slangin drug loudmouth bitch see pimpin aint easi need 15 hoe street pleas one trip end rollin benz givin free skin realli dont matter today get yo nigga dont play im gonna wreck ho check ho yo goe choru side show lyric commerci use 1409617854061
8052,Rap,nwa innov life antholog 19841989 panic zone call panic zone panic zone that right panic zone peopl call tortur call home renegad territori afraid im arabian princ nwa dont interfer sound coz danger groov im control mind sole dont afraid bust move home land unkwown darksid darksid call panic zone dr dre attempt adjust radio noth wrong underworld take control lyric commerci use 1409617854061
8053,Rap,arabian princ innov life panic zone panic zone dont get girl way way way way way way way way panic zone dont get girl panic zone dont get girl panic zone dont get girl call panic zone panic zone that right panic zone peopl call tortur call home renegad territori your afraid im arabian princ nwa dont interfer sound caus danger groov im control mind soul dont afraid bust move home your land unknown darksid darksid call panic zone attempt adjust radio noth wrong underworld take control lyric commerci use 1409617854061
8054,Rap,arabian princ innov life antholog 19841989 panic zone panic zone dont get girl way way way way way way way way panic zone dont get girl panic zone dont get girl panic zone dont get girl call panic zone panic zone that right panic zone peopl call tortur call home renegad territori your afraid im arabian princ nwa dont interfer sound caus danger groov im control mind soul dont afraid bust move home your land unknown darksid darksid call panic zone attempt adjust radio noth wrong underworld take control lyric commerci use 1409617854061
8055,Rap,arabian princ brother arab get rollin everybodi danc soul im man mic im controlin floor givin there store take parti encor higher hot like fire everybodi wet sweat caus make perspir drippin nobodi slippin beat hittin yo aint trippin know make flow intro wave hand say ho everybodi wall get invlov problem solv im make quit aint danc take chanc get real parti peopl know what time danc get choru getgetgetget get get x4 lyric commerci use 1409617854061
8056,Rap,arabian princ brother arab let good time roll nickel bag life jungl im hunter who lossin im livin life im choosin wake everyday livin larg caus dont play game peopl name sucka fear shame im told everybodi bold let good time roll choru let good time rollx3 peopl smokin lie like nickel bag like money cash never knowin noth livin fantasi spendin time survivin realiti street school resid home drug peopl sellin lyric commerci use 1409617854061
8057,Rap,arabian princ brother arab dope thang wakin sound im boomin brother gride zoomin rollin sharp lookin law way theyr gonna stop payoff workin 24 hour day yo brother get stupid pay usin 20grand pocket chang dope thang lyric commerci use 1409617854061
8058,Other,arabian princ dope thang gettin dope thang wakin sound im boomin brother gride zoomin rollin sharp lookin law way theyr gonna stop payoff workin 24 hour day yo brother get stupid pay usin 20grand pocket chang dope thang lyric commerci use 1409617854061
8059,Rap,nwa innov life antholog 19841989 panic zone panic zone dont get girl way way way way way way way way panic zone dont get girl panic zone dont get girl panic zone dont get girl call panic zone panic zone that right panic zone peopl call tortur call home renegad territori your prey im arabian princ nwa dont interfer sound caus danger groov im control mind soul dont afraid bust move home your land unknown darksid dirtysid call panic zone attempt adjust radio noth wrong underworld take control lyric commerci use 1409617854061
8060,Other,princ alla love conquer stone use best one watch walk life run put throne left alon watch turn stone sweet lover song use sing song book love laugh everyth gave may may gave light day say goe noth left stone stone noth left stone first leav autumn air lyric commerci use 1409617854061
8061,Other,princ alla love conquer reward boast vaniti love human boast wealth fame take word god game lord thier reward destruct thier reward corrupt thier reward destruct thier reward corrupt yeah think never tri help someon els live sin lyric commerci use 1409617854061
8062,Pop/Rock,princ alla princ alla best redempt sound present stone use best one watch walk life run put throne left alon watch turn stone sweet lover song use sing song book love laugh everyth gave may may gave light day say goe noth left stone stone noth left stone first leav autumn air lyric commerci use 1409617854061
8063,Pop/Rock,princ ital joe feat marki mark happi peopl happi peopl radio edit ooh mmm yea uh uh fat joe r shit yall breakin shit shake funki funki funki yeah sticki icki icki yeah uh got shit yall got shit yall uh yo yo crackman im nigga run time chang step club nigga tuck ya chain got mink color rang uh pour liquor nigga that gone big pun parti like came home fuck bitch act grown dont need shit got wife home uh word slurrin dirti urin drunk henni jo keep burnin dancin shorti friend keep flirtin dont alway crush two tonight seem certain parti hard like fuck yall bottl air like stuck bar terror squad man know lyric commerci use 1409617854061
8064,Pop/Rock,princ ital joe feat marki mark happi peopl happi peopl long version ooh mmm yea uh uh fat joe r shit yall breakin shit shake funki funki funki yeah sticki icki icki yeah uh got shit yall got shit yall uh yo yo crackman im nigga run time chang step club nigga tuck ya chain got mink color rang uh pour liquor nigga that gone big pun parti like came home fuck bitch act grown dont need shit got wife home uh word slurrin dirti urin drunk henni jo keep burnin dancin shorti friend keep flirtin dont alway crush two tonight seem certain parti hard like fuck yall bottl air like stuck bar terror squad man know lyric commerci use 1409617854061
8065,Pop/Rock,princ ital joe feat marki mark happi peopl happi peopl ragga version ooh mmm yea uh uh fat joe r shit yall breakin shit shake funki funki funki yeah sticki icki icki yeah uh got shit yall got shit yall uh yo yo crackman im nigga run time chang step club nigga tuck ya chain got mink color rang uh pour liquor nigga that gone big pun parti like came home fuck bitch act grown dont need shit got wife home uh word slurrin dirti urin drunk henni jo keep burnin dancin shorti friend keep flirtin dont alway crush two tonight seem certain parti hard like fuck yall bottl air like stuck bar terror squad man know lyric commerci use 1409617854061
8067,Other,princ royc feat selena gomez soy el mismo alreadi miss drive night say goodby window hair wind hang phone itll long night empti pillow 2 cannot pretend wont lone everi minut your gone trust end worth caus babi your one cant even face daylight caus im alreadi miss babi well say well alright im alreadi miss got lolololov lolololov got lolololov lolololov love lyric commerci use 1409617854061
8068,Other,princ royc soy el mismo kiss kiss hand hip dig im tri steal kiss lip cant quit love air fair move diamond hair catch glare like jewel flash light feel like ive wait life need tonight yeah dont wanna wait say im dumber love blame age mayb im young that enough dont wanna miss need kiss kiss ooohh oohh oooo ooo ooo ooo ooo lyric commerci use 1409617854061
8070,Other,princ royc feat selena gomez soy el mismo alreadi miss drive night say goodby window hair wind hang phone itll long night empti pillow 2 cannot pretend wont lone everi minut your gone trust end worth caus babi your one cant even face daylight caus im alreadi miss babi well say well alright im alreadi miss got lolololov lolololov got lolololov lolololov love lyric commerci use 1409617854061
8071,Other,princ royc soy el mismo kiss kiss hand hip dig im tri steal kiss lip cant quit love air fair move diamond hair catch glare like jewel flash light feel like ive wait life need tonight yeah dont wanna wait say im dumber love blame age mayb im young that enough dont wanna miss need kiss kiss ooohh oohh oooo ooo ooo ooo ooo lyric commerci use 1409617854061
8074,Other,princ royc princ royc rock pant ohhhhh ive tri everyth catch ya speed man need even chang way u alway leav shake head push edg complain thought fate guess made mistak accus thing didnt ima set u straight cuz tonight im come home late cri u want bt aint take babe u beg stay bt way aint debat ask dont matter im cheat mind hell might well want da time yeahh watch jean sag low walk door imma go man cuz forgot wear da pant watch get girl floor get em ask ima go danc forgot rock pant independ work hard appreci lyric commerci use 1409617854061
8076,Other,princ royc 1s addict oooh ye yeeahh ooh sleep sunday morn bodi intertwin play fake awak dont want rise save place chest rest head mee part mess must confess time come clean addict touch woman made want much cannot resist warmth hip singl serv never enough caus im addict touch schedul today lyric commerci use 1409617854061
8078,Pop/Rock,princ royc number 1s addict oooh ye yeeahh ooh sleep sunday morn bodi intertwin play fake awak dont want rise save place chest rest head mee part mess must confess time come clean addict touch woman made want much cannot resist warmth hip singl serv never enough caus im addict touch schedul today lyric commerci use 1409617854061
8079,Pop/Rock,princ royc number 1s stand tv track version night come land dark la luna es la luz que brilla ant mi miedo tendr oh wont asustar long stand stand darl darl stand oh stand oh stand junto mi junto mi lyric commerci use 1409617854061
8080,Other,princ royc phase ii addict oooh ye yeeahh ooh sleep sunday morn bodi intertwin play fake awak dont want rise save place chest rest head mee part mess must confess time come clean addict touch woman made want much cannot resist warmth hip singl serv never enough caus im addict touch schedul today lyric commerci use 1409617854061
8083,Other,princ royc addict addict oooh ye yeeahh ooh sleep sunday morn bodi intertwin play fake awak dont want rise save place chest rest head mee part mess must confess time come clean addict touch woman made want much cannot resist warmth hip singl serv never enough caus im addict touch schedul today lyric commerci use 1409617854061
8084,Other,princ royc phase 2 addict oooh ye yeeahh ooh sleep sunday morn bodi intertwin play fake awak dont want rise save place chest rest head mee part mess must confess time come clean addict touch woman made want much cannot resist warmth hip singl serv never enough caus im addict touch schedul today lyric commerci use 1409617854061
8086,Other,princ royc phase 2 time goal plan moment ahead stage crowd never gotta let fli gotta reach sky ive wait life cuz time cuz time cuz time cuz time im gonna shine voy brillar im gonna shine voy ganar im gonna shine est es mi tiempo mi oportunidad im gonna shine de demostrart quien soy quien soy en realidad yee ee eee oouu oooo oouu oo oooo yee ee eee momento ive wait momento ive wait goal lyric commerci use 1409617854061
8087,Pop/Rock,princ royc doubl vision extraordinari sunday morn cold rain pour that ok got sunshin next yeah coffe got cereal that alright caus im sharin jump 96 corolla roam street beverli hill window hair blow free aint got money babi dont mind feel like billionair need right next make everi day feel like anoth day paradis true beauti everi way dont care everyth feel good true make ordinari day lyric commerci use 1409617854061
8088,Pop/Rock,princ royc doubl vision handcuff know get littl crazi got faith know hard butll never faze caus let let gave never enough went long road led right us dont let come let come one one got bad girl back home know get littl crazi got faith know hard butll never faze caus let let your one doesnt tri chang lyric commerci use 1409617854061
8091,Pop/Rock,princ royc doubl vision lucki one break hard yeah everyon noth dollar pocket id spend cu know love priceless tell wanna go oh dont know well get well close ill pillow lay head babi wont sleepless night im afraid lose way cu option game fall apart reach star know yeah babi lyric commerci use 1409617854061
8092,Pop/Rock,princ royc feat tyga doubl vision doubl vision girl 1 swear told she one girl 2 hate love girl 1 dont give drama type bring home mama girl 2 tri break cant get enough got em mind dont know draw line never place gotta let one go somebodi help somebodi help caus im love two women heart aint tryna listen somebodi help somebodi help caus cant keep em gotta make decis ive got doubl vision ive got doubl vision ive got doubl vision ive got doubl vision teasin pant lyric commerci use 1409617854061
8093,Pop/Rock,princ royc doubl vision lie lie tell anyth want believ ill anyon want show show mine show show mine use know girl million dollar mouth piec funni caught usual im one talk much say start nice innoc even fool tell differ sweet girl sweet noth know better know better liar liar set heart fire got skeleton closet go ahead wont judg lyric commerci use 1409617854061
8094,Pop/Rock,princ royc feat kid ink doubl vision danger danger shouldv known would pay look good makeup yo favorit song get scandal girl danger checkin lyin option mani option yeah ladder gotta climb oo alway check yo statu oo girl what happen late dont even talk mo get high low fuck guy yo phone late bottl gonna come see eye tone hear sky limit spoke futur wasnt plan man million shoulda boy cific danger shouldv known would pay look good makeup yo favorit song get scandal lyric commerci use 1409617854061
8095,Pop/Rock,princ royc doubl vision seal kiss red wine royc touch feel like flame burn away scream name sex passion day weve come face face want stay come come mami dont shi come come let turn light tonight shake shake mami dont hold back babi babi move like like let seal kiss wanna take love go slowli aint gotta say word hold thing need tast lip let seal kiss let put hand bodi get littl crazi wild naughi lyric commerci use 1409617854061
8096,Pop/Rock,princ royc doubl vision time one would love took heart said im stay never said would trust like could tell differ today moment shown make last forev cu love worst oh darl get better whatev world may say choic made fought fight stay right side wanna make sure know your respons make everyth alway knew said want lover best friend anchor believ love sweetest love know ill ill deserv best everyth lyric commerci use 1409617854061
8097,Pop/Rock,princ royc doubl vision pari sunni day anoth flight paradis far home perfect weather nice belong oh know life sign dont need anoth stamp passport know im go cu id rather nowher oh know all around tell need dont know enough know your probabl worri girl ill tri hurri right back love that want huuhh dont wanna let anoth plane steal away dont need see anoth know im even sunni day sunni day pari dont compar smile even sunni day sunni day lyric commerci use 1409617854061
8098,Pop/Rock,princ royc doubl vision chemic love til break good turn light like one could touch like real thing scream first name show mirror love love im gon fill gon roll driver pull delay gon throw feel rush never gave f bout say live fall love everi singl night everi day like nobodi came mayb chemic high im feel love still brain chemic high im feel love still brain lyric commerci use 1409617854061
8099,Other,princ royc extraordinari extraordinari sunday morn cold rain pour that ok got sunshin next yeah coffe got cereal that alright caus im sharin jump 96 corolla roam street beverli hill window hair blow free aint got money babi dont mind feel like billionair need right next make everi day feel like anoth day paradis true beauti everi way dont care everyth feel good true make ordinari day lyric commerci use 1409617854061
8100,Other,princ royc handcuff handcuff know get littl crazi got faith know hard butll never faze caus let let gave never enough went long road led right us dont let come let come one one got bad girl back home know get littl crazi got faith know hard butll never faze caus let let your one doesnt tri chang lyric commerci use 1409617854061
8102,Other,princ royc furiou 7 origin motion pictur soundtrack angel lolalolalolalei ooh oh oh ooh oh oh within second stole attent skin perfect golden complexion beauti girl your work art ooh oh ooh woah yeah ohway ohway oh way oh cannot believ eye ohway ohway oh way oh pinch dreamin oh ohway ohway oh way oh fall sky cant see wing girl your angel oh oh angel your world your hide halo oh oh angel lyric commerci use 1409617854061
8103,Other,princ royc featur selena gomez feat na dart un beso alreadi miss drive night say goodby window hair wind hang phone itll long night empti pillow 2 cannot pretend wont lone everi minut your gone trust end worth caus babi your one cant even face daylight caus im alreadi miss babi well say well alright im alreadi miss got lolololov lolololov got lolololov lolololov love love lyric commerci use 1409617854061
8104,Other,princ royc stand stand spanglish version night come land dark la luna es la luz que brilla ant mi miedo tendr oh wont asustar long stand stand darl darl stand oh stand oh stand junto mi junto mi lyric commerci use 1409617854061
8105,Other,princ royc stand stand english version night come land dark la luna es la luz que brilla ant mi miedo tendr oh wont asustar long stand stand darl darl stand oh stand oh stand junto mi junto mi lyric commerci use 1409617854061
8106,Other,princ royc angel furiou 7 origin motion pictur soundtrack angel furiou 7 origin motion pictur soundtrack within second stole attent skin perfect golden complexion beauti girl your work art oh cannot believ eye oh pinch dreamin oh fall sky cant see wing girl your angel oh angel your world your hide halo lyric commerci use 1409617854061
8110,Rap,ice princ boss boss ice princ zamani poppin name know gat bottl name shey gat shop name know gat e dey finish flex name know gat shop name babi gat chop name know gat e dey finish girl like wen post page write back know boy hate ant still dey pretend laid back know follow festac know girl know tast know everyth legend like jimmi jatt poppin name carri dey go bottl name pop moet lyric commerci use 1409617854061
8111,Rap,ice princ jo world boss ice princ zamani poppin name know gat bottl name shey gat shop name know gat e dey finish flex name know gat shop name babi gat chop name know gat e dey finish girl like wen post page write back know boy hate ant still dey pretend laid back know follow festac know girl know tast know everyth legend like jimmi jatt poppin name carri dey go bottl name pop moet lyric commerci use 1409617854061
8112,Rap,ice princ jo world look ah ah ah ah ah ah ah ah ah realli like way kill oh yeah oh yeah realli like way move oh yeah oh yeah there someth bout way oh yeah oh yeah girl one want focus eye stuck infatu move come danc go babi alreadi know ama make see im one need put arm around let give dutti whine hear lift take low come come got someth think know look youuuuu youyou youyouy look youuuuu youyou youyouy turn music let feel bodi bodi want leav parti parti cannot tell us dont care say oh yeah better focus eye stuck lyric commerci use 1409617854061
8113,Rap,ice princ feat phyno jo world trillion tryx get caddi pull maceratti tryx ge cake dey pointx finger like mugabi nigga talkx yagi yagi actx like buddi buddi dont even knw de address n dat ti gat fallx pull n stretch feel like kiddi d1 got hell dress like celin dion gat hell hoss n got hell billion gonna parti shut swagga trillion uh watch old bitch phyno lyric commerci use 1409617854061
8114,Rap,ice princ feat dice ail jo world brooklyn chopstick chopstick ya miyagi ya oh ye miyagi miyagi ice zamani twita twita twita ya say hear poppin real aint joke aint joke got far gat everybodi stoke everybodi stoke hear poppin real aint joke aint joke got far gat everybodi stoke everybodi stoke baba tise baba tise comot brooklyn owo tide owo tide comot brooklyn baba tise baba tise comot brooklyn owo tide owo tide comot brooklyn ah baba tise baba tise comot ghetto nigga steadi ladder shit gat high like falsetto ill come ladder bang chip like potato pull bmw shit black like kettl hundr grand upon hundr grand wish nigga gotta understand lyric commerci use 1409617854061
8115,Rap,ice princ feat dj buckz jo world excel play high volum prefer residenti area ice princ zamani ice king amani ice princ zamani excel excel excel excel see boy know sup girl dema whine roll see boy know sup girl dema whine roll see time quarter past two time bring crew eh yea make dey reach escap parti guy go need first aid eh yea peopl know peopl know say nobodi holi peopl mad oh lyric commerci use 1409617854061
8116,Rap,ice princ feat timaya jo world belinda oh lord oh lord belinda eh oh lord lyric commerci use 1409617854061
8117,Rap,ice princ feat tiwa savag jo world today one na mama oyibo oyibo one na mama ejiro ejiro one na uncl lere lere one na suruler suruler ai ai ai alreadi know alreadi know eh na mama soup wey dey sweet pass mama soup dey sweet pass eh eh eh alreadi know eh na mama stew wey dey give jazz stew wey give jazz know back day littl boy want littl toy nowaday im superstar think super car brother todayyy oh yeah wey hustl dey pay hustl dey pay oh wey eh todayyy oh yeah wey jehova dey bless jehova dey bless oh wey everywher gallant gallant peopl dem gallant gallant babi shake balanc balanc balanc gallant eh babi give warrant warrant make put palac palac make give balanc balanc lyric commerci use 1409617854061
8118,Rap,ice princ feat vanessa mdee jo world mind dem give love love love give eh eh eh eh carri sheet paper paper paper know got mani thing say eh eh eh eh feel cant deni feel cant deni got feel mesmer oo oh oh yeah oh babi danc oh babi danc oh that life that life eh give sugar sugar sugar put tea eh eh eh eh send hater hater hater get time enemi huh weve lot still move citi citi kept groov lyric commerci use 1409617854061
8119,Rap,ice princ jo world boss ice princ zamani poppin name know gat bottl name shey gat shop name know gat e dey finish flex name know gat shop name babi gat chop name know gat e dey finish girl like wen post page write back know boy hate ant still dey pretend laid back know follow festac know girl know tast know everyth legend like jimmi jatt poppin name carri dey go bottl name pop moet lyric commerci use 1409617854061
8120,Rap,ice princ jo world look ah ah ah ah ah ah ah ah ah realli like way kill oh yeah oh yeah realli like way move oh yeah oh yeah there someth bout way oh yeah oh yeah girl one want focus eye stuck infatu move come danc go babi alreadi know ama make see im one need put arm around let give dutti whine hear lift take low come come got someth think know look youuuuu youyou youyouy look youuuuu youyou youyouy turn music let feel bodi bodi want leav parti parti cannot tell us dont care say oh yeah better focus eye stuck lyric commerci use 1409617854061
8121,Rap,ice princ feat phyno jo world trillion tryx get caddi pull maceratti tryx ge cake dey pointx finger like mugabi nigga talkx yagi yagi actx like buddi buddi dont even knw de address n dat ti gat fallx pull n stretch feel like kiddi d1 got hell dress like celin dion gat hell hoss n got hell billion gonna parti shut swagga trillion uh watch old bitch phyno lyric commerci use 1409617854061
8122,Rap,ice princ feat dice ail jo world brooklyn chopstick chopstick ya miyagi ya oh ye miyagi miyagi ice zamani twita twita twita ya say hear poppin real aint joke aint joke got far gat everybodi stoke everybodi stoke hear poppin real aint joke aint joke got far gat everybodi stoke everybodi stoke baba tise baba tise comot brooklyn owo tide owo tide comot brooklyn baba tise baba tise comot brooklyn owo tide owo tide comot brooklyn ah baba tise baba tise comot ghetto nigga steadi ladder shit gat high like falsetto ill come ladder bang chip like potato pull bmw shit black like kettl hundr grand upon hundr grand wish nigga gotta understand lyric commerci use 1409617854061
8123,Rap,ice princ feat dj buckz jo world excel play high volum prefer residenti area ice princ zamani ice king amani ice princ zamani excel excel excel excel see boy know sup girl dema whine roll see boy know sup girl dema whine roll see time quarter past two time bring crew eh yea make dey reach escap parti guy go need first aid eh yea peopl know peopl know say nobodi holi peopl mad oh lyric commerci use 1409617854061
8124,Rap,ice princ feat timaya jo world belinda oh lord oh lord belinda eh oh lord lyric commerci use 1409617854061
8125,Rap,ice princ feat tiwa savag jo world today one na mama oyibo oyibo one na mama ejiro ejiro one na uncl lere lere one na suruler suruler ai ai ai alreadi know alreadi know eh na mama soup wey dey sweet pass mama soup dey sweet pass eh eh eh alreadi know eh na mama stew wey dey give jazz stew wey give jazz know back day littl boy want littl toy nowaday im superstar think super car brother todayyy oh yeah wey hustl dey pay hustl dey pay oh wey eh todayyy oh yeah wey jehova dey bless jehova dey bless oh wey everywher gallant gallant peopl dem gallant gallant babi shake balanc balanc balanc gallant eh babi give warrant warrant make put palac palac make give balanc balanc lyric commerci use 1409617854061
8126,Rap,ice princ feat vanessa mdee jo world mind dem give love love love give eh eh eh eh carri sheet paper paper paper know got mani thing say eh eh eh eh feel cant deni feel cant deni got feel mesmer oo oh oh yeah oh babi danc oh babi danc oh that life that life eh give sugar sugar sugar put tea eh eh eh eh send hater hater hater get time enemi huh weve lot still move citi citi kept groov lyric commerci use 1409617854061
8127,Rap,ice princ feat phyno trillion trillion tryx get caddi pull maceratti tryx ge cake dey pointx finger like mugabi nigga talkx yagi yagi actx like buddi buddi dont even knw de address n dat ti gat fallx pull n stretch feel like kiddi d1 got hell dress like celin dion gat hell hoss n got hell billion gonna parti shut swagga trillion uh watch old bitch phyno lyric commerci use 1409617854061
8128,Rap,ice princ feat dj buckz excel excel play high volum prefer residenti area ice princ zamani ice king amani ice princ zamani excel excel excel excel see boy know sup girl dema whine roll see boy know sup girl dema whine roll see time quarter past two time bring crew eh yea make dey reach escap parti guy go need first aid eh yea peopl know peopl know say nobodi holi peopl mad oh lyric commerci use 1409617854061
8129,Rap,ice princ feat rubi fire zamani star light ice princ zamani nigeria readi ive rain pain lot shit ive seen plan fall tunnel caus rain ive seen top seen fun game critic critic put dirt name friend turn hater put curs fame spit dre shit spit im ah littl wayn im tri feed littl grain like put rap field hater tear apart chain kinda heavi either wear fan go crazi thing pop nigga paid bill hottest singl drop last week got phone call sister best friend say make borrow loan small tell im broke would crazi caus mind money long like jayz text said ice hope save school dey close guy dey wan parad provid radar might forsak caus think im rich famou ive come like self gon im tri stabl find girl moz attract abl final go th us milk like cow preach put smile ill young kid africa spit heart daili prison see boss gave shin like sun ive star late fire see scar made lyric commerci use 1409617854061
8130,Rap,ice princ fire zamani aboki spend lot cash spend lot cash guy spend lot cash guy spend lot cash aboki side aboki side aboki side dont want see aboki side aboki side aboki side caus spend lot cash sp shagari guy el rufai guy dankambo guy lawal aroj guy ha dangot guy falila goje guy life rotat guy naira rotat ice princ one shangai call function guy parti abroad got wife abroad im place see assumpt guy need cali guy go safari houston guy girl love go shop dubai buy store kiss bye abj take guy girl wan date guy whip chase swiss lyric commerci use 1409617854061
8131,Rap,ice princ fire zamani life life peopl dey carri play life na music dey make day ohh oya whether na shomolu abi na bariga whether na laid abi na shalewa come kondo ill give arewa everyth say life peopl dey carri play life na music dey make day ohh oya whether na shomolu abi na bariga whether na laid abi na shalewa come kondo ill give arewa everyth say lord oh oh oh oh ehh owiada ehh na na na na shigidai na na na na must owe somebodi lago na tycourt everywher women dey like us everywher nigga dey bite us bro na yanki cypru look around look around yebba name jehova bind yebba peopl carri matta highcourt sai indomi dey packag titu see jehova e dey bless day smile like say want text date find space go close gate bad nigga go dey gate say na much money dey loan mate lyric commerci use 1409617854061
8132,Rap,ice princ feat chip fire zamani merci oh lord merci merci merci see sexi sexi sexi she bigger plenti plenti plenti carri waist like nicki minaj oh lord merci merci merci see sexi sexi sexi she bigger plenti plenti plenti carri waist like yvonn okoro oh lord ok chic bigger everi girl ever see nigga man pretti face sit bar cigar mahn eat go act like bigger man ok chic bigger everi girl ever seen nigga man pretti face sit bar nigga mahn dey feel grouper nigga fan ive around world apart neverland go dey front like say bigger fan true though ive studio week promis pop father go beat chest back topic chic gangster look like eager one come around like bad man im killer get chanc imma pop shit outta zimmerman oh lord merci merci merci see sexi sexi sexi she bigger plenti plenti plenti carri waist like nicki minaj oh lord merci merci merci see sexi sexi sexi she bigger plenti plenti plenti carri waist like yvonn okoro lyric commerci use 1409617854061
8134,Rap,ice princ fire zamani n word dey gather chees nigga big shot chill oversea nigga fast whip automat key nigga drive e dey like breez nigga look around team know im ill nigga suruler cat dey call real nigga ive around world wasnt like free nigga everyday anywher hustl cant afford cheat nigga im piss im angri oop dont mean like say piss im angri im talk bout bring right back oleku feel superstar jude alreadi said much book nigga next show might jupit walahi that word street nigga got money goon call em gs nigga rip dagrin truli that real nigga must prayer wey dey make peopl feel nigga turn lyric commerci use 1409617854061
8135,Rap,ice princ feat wale morel fire zamani tipsi prrrraaay haaaaahaaa morel get bottl let get bottl let get bottl get get bottl let get bottl let get bottl let get bottl let model get tipsi 1 ice princ see nigga act fli like say catfish rig mind go know say wand coal black reach see street say dey lack shit build till build collaps grrraaaa im presid badder best ride king gunpowd rest wan make fall flat im bounc accid im song chip im kick wretch em lot nigga look sef dey tri learn lyric commerci use 1409617854061
8136,Rap,ice princ fire zamani jambo like way turn hoo girl burn hoo girl turn hoo girl burn like way turn hoo girl burn hoo girl turn hoo girl burn like way turn hoo girl burn hoo girl turn hoo girl burn let see go jambo turn hoo girl burn let see go jambo turn hoo girl burn let see go jambo like way turn hoo girl burn let see go jambo hoo girl turn hoo girl burn ah jambo jambo jambo iceprinc chopstix mad combo split chequ famili go zambia congo realis life jungl fit write script uch jombo fit like beat critic shit go loos one say na goal oh yea hate chat want break back lyric commerci use 1409617854061
