,explicit,body_text_clean,explicit text
6066,1,gravediggaz 1800 suicid suicid suicid budabuybi suicid suicid suicid suicid budabuybi suicid suicid wanna die commit suicid dial 1800cyanid line far life yo aint worth put rope around neck jerk trick didnt work life fuck first day birth watch jacki gleason walk precinct gun captain fuck reason get lsd drink bar get behind wheel crash car like desert storm got bomb war confront allig let eat ya raw back function ride caboos hell bzzt touch third rail fuck chicken got fri caus suicid suicid suicid budabuybi suicid suicid suicid suicid budabuybi suicid suicid hey littl rich kid what beef lyric commerci use 1409617854061,yes
6067,1,princ feat wizkid nice bodi fresh alabi yellow bodi sweet cherri mango babi oh babi oh enter dey feel like amoeba bodi sweet numero uno bodi tasti like tomato babi oh babi oh enter dey feel like amoeba potato dey kill dem tornado oh eheh omooba young pablo make danc tomorrow bad bitch real nigga form know big spend know say much yeah yeah yeah yeah yeah lyric commerci use 1409617854061,yes
6068,1,princ jazzi babi fresh besti feat jazzi babyfresh crush besti think love special kinda ladi besti babyfreshse crush besti oh blind see oh she everyth want need break rule wanna make boo that truth yeh see crush besti oh blind see oh she everyth want need break rule wanna make boo that truth yeh bff bff babi f gotta got special kind beauti besti sexi know besti besti everyday dey text meeverynight dey call caus say trust she besti know itnobodi love like whatev ill whatev say see break friend zone gotta know past zone right get go tonight your sister certainli mother fit matter lyric commerci use 1409617854061,yes
6069,1,dprinc oga titu oga titu u pompou wan tri boy money loss boy big boy fuck wan form boss kasala burst where oga titu take night bu come lago go campu girl surplu remors wan come floss money loss bridg follow okpoho spend money top okpoho chai lyric commerci use 1409617854061,yes
6070,0,dprinc worldwid mavin dprinc smd jazzi fk yall hater mehn tri right bout go worldwid dj slam one time shake booti like fire dont hold back dont hold back goon dont hold back long big money one time roll go worldwid go worldwid believ go worldwid dj set parti fire come ladi go wild one main chick mani side incas play side co worldwid know dont mind worldwid money make ya go blind anyth want mehn gon buy psi aint local psi worldwid princ aint local worldwid boy fli guess worldwid come boss like drive roll e tey na dey pago oya bend low make go lago lyric commerci use 1409617854061,no
6071,1,dprinc goodi bag dprinc mavin want goodi bag eh want goodi bag eh get goodi bag eh know want goodi bag eh what sell point eh know sell point eh gat know sell point eh oya identifi sell point ehhh goodi bag kudi dey goodi bag money dey goodi bag banana dey goodi bag eh goodi bag kudi dey goodi bag money dey goodi bag banana dey goodi bag copi free naija lyric dot com see dey fresh boy that sell point dey roll fresh toy latest one na roll royc play slow go tey omo lo pe lo pe gat know sell point time na baka get show na food sabi e good na bobbi get show na book sabi e good dont dull cash wey dem get show anyth wey want give lyric commerci use 1409617854061,yes
6072,1,dprinc oyo omoba jazzi music omoba fall top broother suddenli love dey stop yeah better wake fight nobodi dey follow fight right nn die go cri tan nobodi go follow die think dey wait brother aunti sister cousin brother think wake wake wake brother co say say say nobodi go help god dey lyric commerci use 1409617854061,yes
6073,0,princ nico mbarga sweet mother sweet mother go forget dey suffer suffer yeah 2x dey crri mother go carri go say pikin wetin dey cri yeah yeah stop stop stop stop stop stop make cri oo wan sleep mother go pet go lie wellwel bed go cover cloth say make sleep sleep sleep pikin oooo dey hungri mom go run dey find somth go chop sweet mother eeeeeesweet mother ooooeee lyric commerci use 1409617854061,no
6074,0,joseph princ worship psalm david see good day time bless prais mouth soul make boast lord humbl man hear afflict glad join magnifi lord let us exalt name togeth forev sought lord heard deliv fear lyric commerci use 1409617854061,no
6075,1,joseph princ grace capsul new coven god will geniu sign lunch tabl la leaker freestylekendrick lamar yeah that cool thirti two shot clip thirti four littl nigga heart lyric commerci use 1409617854061,yes
6076,0,joseph princ receiv god suppli life demand great ife great ife africa beauti campu consciou vigil progress aluta oppress lyric commerci use 1409617854061,no
6077,0,joseph princ key david god open door one shut yo im talk babi im tri sing know histori anoth origin come zutto boku ni wa mabushikatta sou egao ga niau kimi mou nakanaid dakishimetaku naru kara kimi ni goodby goodby sayonara wa iwanai dakara saki ni se muket youll fine still mind babi sky dream hope made eye ashita mo kitto hareru sonomama kimi de ite yeah guy far guy come lyric commerci use 1409617854061,no
6078,0,princ kaybe feat ladi zamar charlott need alon right right need alon right right need alon right right need alon right right need speak charlott need call charlott need tell charlott dont need charlott need speak charlott need see charlott need tell charlott dont need charlott need speak charlott need call charlott need tell charlott dont need charlott lyric commerci use 1409617854061,no
6079,0,princ kaybe feat zanda yonkinto becom one dimension know im woman need love season fun wont see plead great respons let know cannot deed great respons let know cannot deed ndifun ungihoy ndifu uthando ubukho bakho bendenzel yonkinto ndifun ungihoy ndifu uthando ubukho bakho bendenzel yonkinto lyric commerci use 1409617854061,no
6080,0,princ kaybe feat press beauti girl yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah lyric commerci use 1409617854061,no
6081,0,princ kaybe feat busiswa bhiyoza want want put statu know got want lyric commerci use 1409617854061,no
6082,0,princ kaybe feat donald babi pleas give give give give give give give give give give give give lyric commerci use 1409617854061,no
6083,0,princ kaybe dont give remak sometim youv got take risk follow make dream realiti take one element life sustain word consist obstacl one person loyal one vision energi commit direct mainli heart desir come african child dont lose lyric commerci use 1409617854061,no
6084,0,princ kaybe feat ziyon friend zone know look break tire play fool sure much take lyric commerci use 1409617854061,no
6085,0,princ kaybe feat audrey better day im stand tri face anoth day tear fall im think go wrong life close close lyric commerci use 1409617854061,no
6086,0,princ kaybe feat zameka stori teller may attent time free imagin open eye see pictur paint perfect lyric commerci use 1409617854061,no
6087,0,princ kaybe feat dr malinga give give give give give give give give give give give give give lyric commerci use 1409617854061,no
6088,0,mi casa feat black coffe africa shine princ kaybe bloemfontein remix hear tell hear though feel deep soul tell feel step step march groov groov see power song there wave rush like part red sea like world trembl cri loud cant ignor sound messag began heard time readi shine eeeee shine bright lyric commerci use 1409617854061,no
6089,0,mi casa feat black coffe africa shine princ kaybe bloemfontein remix hear yall tell hear oh feel deep soul tell feel step step march groov groov see power song there wave rush like part red sea world trembl cri loud cant ignor sound nono messag began heard time readi shine shine bright shine shine bright shine shine bright shine shinin bright lyric commerci use 1409617854061,no
6090,0,princ kaybe yonkinto beauti girl dub mix becom one dimension know im woman need love season pride wont see plead great respons let know cannot deal great respons let know cannot deal lyric commerci use 1409617854061,no
6091,0,princ daddi hyena forgot take med today forgot take med today cant believ tuesday figur itd hit highway forgot take med today know cant fun thing work caus im scare smile risk effort im sorri dont feel love right lyric commerci use 1409617854061,no
6092,0,princ daddi hyena pop song pick phone noon know dial wrong number said wont let go caught real bad time caught real bad time text friend silhouett im probabl stone alon chill royal throne im sorri dont text back lyric commerci use 1409617854061,no
6093,0,princ daddi hyena broc ched band kewl band kewl band kewl band kewl band kewl band kewl band kewl band kewl band kewl band kewl band kewl band kewl band kewl lyric commerci use 1409617854061,no
6094,1,princ daddi hyena hundo po im happi haha im work haha think im move ive gotta ten nice natur eyebrow someth think lyric commerci use 1409617854061,yes
6095,1,princ fatti shimmi shimmi ya oooh babi like raw yeah babi like rawww oooh babi like raw yeah babi like rawww shimmi shimmi ya shimmi yam shimmi ya gimm mic take away natur charg bomvoyag yeah home doge brooklyn scwad wutang killer bee swarm rain collag ass disco dorm even touch skill gotta put one killer bee aint gonna kill chop downpass around lyric commerci use 1409617854061,yes
6096,0,princ fatti milk honey everi day morn paper got news world gonna make chang time laugh alon room could shine dark ye hey day night dine far reason feel lone lyric commerci use 1409617854061,no
6097,0,princ fatti milk honey dub everi day morn paper got news world gonna make chang time laugh alon room could shine dark ye hey day night dine far reason feel lone lyric commerci use 1409617854061,no
6098,0,princ fatti milk honey feat holli cook everi day morn paper got news world gonna make chang time laugh alon room could shine dark ye hey day night dine far reason feel lone lyric commerci use 1409617854061,no
6099,1,princ fatti horseman shimmi shimmi ya oh babi like raw yeah babi like raw oh babi like raw yeah babi like raw shimmi shimmi ya shimmi yam shimmi ya gimm mic take away natur charg bonvoyag yeah home dodger brooklyn squad wutang killer bee swarm rain collegeass disco dorm even touch skill gotta put one killer bee aint gonna kill chop pass around lyric get hard quick cement ground emce fifti two state get psycho killer norman bate produc slam flow like bam jump stage ah dip like way talk lyric commerci use 1409617854061,yes
6100,0,princ fatti beat goe beat goe like love everlast beat goe still move strong ever wonder win somebodi got lose might well get blue like fish ocean therel alway someon new wrong co ive stormi weather lyric commerci use 1409617854061,no
6101,0,princ fatti feat holli cook sugar water mungo hifi mix look face look charm done aint sugar water run vein rain hard look face look charm done aint sugar water run vein im tell im place im tell im hors race lyric commerci use 1409617854061,no
6102,0,princ tui teka raggedi ann across track insid dingli two room shack live girl spend spare time cri raggedi ann patch tri hide keep tear woman pride make hard keep tri raggedi ann there someon love seem one he wait day she older enough come take away lyric commerci use 1409617854061,no
6103,0,princ tui teka life song without music wave without sea lightn need thunder speak voic oh yeah must life babi cri futur past never hum bird cant live unless free fli lyric commerci use 1409617854061,no
6104,0,princ tui teka mum oh mum love ye pleas wait mum ill home soon never knew much meant till your mani mile away lyric commerci use 1409617854061,no
6105,0,princ tui teka hold tight everybodi know woman world import thing find right girl may beauti queen cute think know mean gotta hold hold tight get someth good treat right kiss morn love everynight gotta hold hold tight may pretti littl face may dress best state may short big wide she got heart match size lyric commerci use 1409617854061,no
6106,0,princ tui teka question answer question answer pictur mind show question answer find less know yeah find less know ive ask question time time littl moment oh life live lyric commerci use 1409617854061,no
6107,0,princ tui teka good time dont look sad know life goe old world keep turn let glad time spend togeth there need watch bridg burn lay head pillow hold warm tender bodi close mine lyric commerci use 1409617854061,no
6108,0,princ tui teka love daddi 6 year old face dirti disgrac love daddi scatter toy make much nois love daddi know littl less pretti bad love daddi wake dawn want sleep love daddi keep cooki lyric commerci use 1409617854061,no
6109,0,princ tui teka cold sit amber die fire night wind blow cold across plane rememb love lyric commerci use 1409617854061,no
6110,0,princ tui teka life life someon need someon ive need long unafraid go life lead somehow know ill strong touch heart use dream lyric commerci use 1409617854061,no
6111,0,princ tui teka louis said louis one half bad written wall window shade sometim act like littl girl see dont believ that trade sometim bottl perfum mayb lace men brought louis ten cent trinket lyric commerci use 1409617854061,no
6112,0,princ tui teka life live life someon need someon ive need long unafraid go life lead somehow know ill strong touch heart use dream lyric commerci use 1409617854061,no
6113,0,princ tui teka save last danc live danc everi danc guy give eye let hold tight smile everi smile man held hand beneath pale moon light dont forget who takin home whose arm your gonna darl save last danc oh know music fine like sparkl wine go fun laugh sing apart dont give heart anyon dont forget who takin home lyric commerci use 1409617854061,no
6114,0,princ tui teka wonder world live see tree green red rose see blume think wonder world see sky blue cloud white bright bless day dark say good night think wonder world colour rainbow pretti sky also face peopl go lyric commerci use 1409617854061,no
6115,0,princ tui teka great thou art live get stand stand right get stand stand right get stand stand right get stand dont give fight preacherman dont tell heaven earth know dont know life realli worth glitter gold alf stori never told see light eh stand right come get stand stand right get stand dont give fight get stand stand right get stand dont give fight peopl think great god come sky lyric commerci use 1409617854061,no
6116,0,princ tui teka maori battalion trilog tepir b maori battalion maori battalion march victori maori battalion launch true maori battalion march enemi lyric commerci use 1409617854061,no
6117,0,princ malachi wrong wrong princ malachi gonna take time see chain surround mind kill us slowli got get caus never love affair children keep die street matter hard tri say avail youth got recogn motherland im live danger zone far away home look take advantag yeah oh babylon your wrong wrong wrong paragon hold say judgment wont long brother man strong put weapon lyric commerci use 1409617854061,no
6118,0,aprinc oh girl dont say goodby yeah wanna get stop dont say goodby yeah yeah wanna get stop dont say goodby yeah wanna get stop dont say goodby yeah wanna get stop saranghaetdeon niga jeomjeom meoreojyeo gyesok nae nunbicheul pihagoman inneun neo mianha naega nappasseo neo ireojima jeongmal dasin neol apeug haji anheulg babi girl babi love tteonajima jebal nan neo eobsin geureojima im sorri babi naegeseo tteonandan mal hajima oh say goodby dont say goodby bye bye bye say goodby dont say goodby bye bye bye hwatgimerado geureon mal hajima igeon anijanha oh oh oh girl say goodby dont say goodby bye bye bye lyric commerci use 1409617854061,no
6119,0,princ spain away go wake new morn cold air fill lung sun begin rise rub tire eye wake wake true north call compass needl guid way fold tatter map canva pack onward go everi singl step refresh everi breath lyric commerci use 1409617854061,no
6120,0,princ spain brother dont leav brother trail behind ive felt lost ive felt found chao mind dream world beyond hill ill start brand new life confid shaken fear eye heart race full doubt conquer statesid know im greatest man father time tend kind lyric commerci use 1409617854061,no
6121,0,princ spain explor explor higher bird tree farther human eye see ohhh goe like time bomb near continu explor without fear everi day pass feel like home watch love grow lyric commerci use 1409617854061,no
6122,0,princ spain find love listen mind tell heart say dont shi final see pleas without blood sweat tear fine hard tell im go day lyric commerci use 1409617854061,no
6123,0,princ spain rise sun hey littl ladi youv cri much late dont think youv enough past present doesnt seem god sent your wait time get tough open eye say goodby walk outsid door leav never look back never took real chanc lock door took key lyric commerci use 1409617854061,no
6124,0,princ spain run littl child mismatch shoe hair undon soul bruis miracl make day laugh laugh everyon laugh nobodi ever take away eye wide dream tall theyr giant size dont ever let escap sight tell futur hold heaven shine us tonight oh yeah yeah run run littl child run run littl child run run run littl child run run littl child run lyric commerci use 1409617854061,no
6125,0,princ spain feat dress carelessli head toward higher ground take mother earth storm said dont worri child need fear world whistl wind guid everi war blister heat cliff ventur far one ive known carelessli climb love higher higher well go lyric commerci use 1409617854061,no
6126,0,princ spain call close enough touch see feel pound underneath behind bone pumpin vein wit what store high ever ive made bed time rest head lyric commerci use 1409617854061,no
6127,0,princ spain feat dress carelessli feat dress head toward higher ground take mother earth storm said dont worri child need fear world whistl wind guid everi war blister heat cliff ventur far one ive known carelessli climb love higher higher well go run time love live live like lyric commerci use 1409617854061,no
6128,0,coldplay adventur lifetim turn magic umi shed say everyth want dream away legend everi day that told turn magic shed say everyth want dream away pressur weight diamond feel heart beat feel heart underneath skin feel heart beat oh make feel like im aliv aliv lyric commerci use 1409617854061,no
6129,0,coldplay head full dream oh think ive land world hadnt seen im feel ordinari dont know mean oh think ive land miracl work thirst hunger come confer bird say true seem leav broken window open lyric commerci use 1409617854061,no
6130,0,coldplay bird stand corner studi light dream escap keep night someon put flare got ray guess id better stay uh uh come say fool gold thunder war rain dont let fear start wont see around never want sleep night start fall love start riot come rage lyric commerci use 1409617854061,no
6131,0,coldplay hymn weekend drink drink ohah shoot across sky pour symphoni high high said shoot across sky drink drink ah ohah ohah shoot across sky im feel drunk high symphoni high high shoot across sky oh angel sent know make world light hurt came lift life drink love drug oh think must mile river dri came rain flood said drink drink thirsti pour symphoni cant get enough lyric commerci use 1409617854061,no
6132,0,coldplay everglow oh say peopl come say peopl go particular diamond extra special though might gone world may know still see celesti like lion ran goddess roll like eagl circl perfect purpl come thing move come car dont slow feel like end world cant let go lyric commerci use 1409617854061,no
6133,0,coldplay feat tove lo fun know say know fall water face know ocean await storm sun snow river rain crystal ball could forese chang know part way done didnt fun dont say wast didnt fun ohooohooh top world top wave said forev forev alway could lost would save oh iaaah stop world stop spin oh come dont give see give lyric commerci use 1409617854061,no
6134,0,coldplay kaleidoscop human guest hous everi morn new arriv lyric commerci use 1409617854061,no
6135,0,coldplay armi one around world wonder view around world look someon like pyramid tri babylon beautifullest treasur lie deepest blue never say die aim never untru im never high im isnt fire wouldnt walk armi one gonna fight around world univers ive around fli babi there noth wouldnt danc star see moon stand besid right storm come caus never say die aim never untru never high im isnt fire wouldnt walk armi one gonna fight armi one gonna fall yeah caus reign lyric commerci use 1409617854061,no
6136,0,coldplay amaz day sat roof name everi star shed everi bruis show everi scar sat roof hand mine sing life beauti crazi design time seem say forget world weight wanna say amaz day amaz day lyric commerci use 1409617854061,no
6137,0,coldplay upup fix car drive search water hope rain upon canva work meal meal wait chanc pick orang field see pearl form diamond rough see bird soar high flood blood blood underneath storm umbrella say sit poison take away pain say go get get togeth right go get get togeth somehow go get get togeth flower oh oh oh oh oh oh go get get togeth know go get get togeth flow go get get togeth go lie gutter aim moon tri empti ocean spoon lyric commerci use 1409617854061,no
6138,0,coldplay politik look earth outer space everyon must find place give time give space give real dont give fake give strength reserv control give heart give soul give time give us kiss tell politik open eye open eye open eye lyric commerci use 1409617854061,no
6139,0,coldplay place place place line couldnt chang lost oh yeah lost lost cross line shouldnt cross lost oh yeah yeah long must wait yeah long must pay yeah long must wait lyric commerci use 1409617854061,no
6140,1,coldplay god put smile upon face go nobodi know ive gotta say im way god gave style gave grace god put smile upon face go draw line ive gotta say wast time oh honey honey go fall grace god put smile upon face yeah nahh work im wors yeah work want lyric commerci use 1409617854061,yes
6141,0,coldplay scientist come meet tell im sorri dont know love find tell need tell set apart tell secret ask question oh let go back start run circl come tail head scienc apart nobodi said easi lyric commerci use 1409617854061,no
6142,0,coldplay clock light go cant save tide tri swim youv put upon knee oh beg beg plead sing come thing unsaid shoot appl head troubl cant name tiger wait tame sing confus never stop lyric commerci use 1409617854061,no
6143,0,coldplay daylight surpris delight saw sunris saw sunlight noth dark cloud burst show daylight oh sun shine yeah heart mine oh realiz cannot live without come apart without hilltop sky rise lyric commerci use 1409617854061,no
6144,0,coldplay green eye honey rock upon stand come talk hope understand green eye yeah spotlight shine upon could anybodi deni came load feel much lighter ive met lyric commerci use 1409617854061,no
6145,0,coldplay warn sign warn sign miss good part realiz start look bubbl burst start look excus come ive gotta tell state im ive gotta tell loudest tone start look warn sign truth miss lyric commerci use 1409617854061,no
6146,0,coldplay whisper whisper whisper whisper whisper whisper whisper whisper whisper hear sound tick clock rememb face rememb wrong hear sound tick clock come back look look lost lyric commerci use 1409617854061,no
6147,0,coldplay rush blood head said im gonna buy place burn im gonna put six feet underground said im gonna buy place watch fall stand besid babi crumbl wall oh im gonna buy place start fire stand fill heart desir im gonna buy place see burn back thing return said im gonna buy gun start war tell someth worth fight oh im gonna buy place that said blame upon rush blood head honey movement youv start make see crumbl fall face know mistak made lyric commerci use 1409617854061,no
6148,0,coldplay amsterdam come oh star fade swerv control oh id wait id stuck hole come oh star fade swerv control swear wait wait ive got get hole time side side push lyric commerci use 1409617854061,no
6149,0,coldplay anim anim dispos collaps raw go crowd room anim climb theyr climb say go go ooh oh anim im look answer like know way turn anim run ran away im scare go go lyric commerci use 1409617854061,no
6150,0,coldplay place live anim dispos collaps raw go crowd room anim climb theyr climb say go go anim im look answer like know way turn anim run ran away im scare go go your gonna go go your gonna go go lyric commerci use 1409617854061,no
6151,0,coldplay dont panic bone sink like stone weve fought home place weve grown us done live beauti world yeah yeah live beauti world lyric commerci use 1409617854061,no
6152,0,coldplay shiver look direct pay attent know dont listen caus say see straight dont moment wake til moment sleep ill side tri stop ill wait line see care oh want chang well chang good want know youll alway get way want say dont shiver shiver sing loud clear lyric commerci use 1409617854061,no
6153,0,coldplay spi awak find peac mind said live fugit cannot see clear said know show right way go spi came water your feel bad caus know spi hide everi corner cant touch caus theyr spi theyr spi awak see one free fugit lyric commerci use 1409617854061,no
6154,0,coldplay spark drive away know youll say youll say oh sing one know promis ill alway look yeah that ill say oh lyric commerci use 1409617854061,no
6155,0,coldplay yellow look star look shine everyth yeah yellow came along wrote song thing call yellow took turn oh thing tove done yellow skin oh yeah skin bone lyric commerci use 1409617854061,no
6156,0,coldplay troubl oh see spider web tangl lost head thought stupid thing id said oh what spider web im caught middl turn run thought stupid thing id done lyric commerci use 1409617854061,no
6157,0,coldplay parachut haze stormi haze ill round ill love alway lyric commerci use 1409617854061,no
6158,0,coldplay high speed anybodi fli thing head explod head start ring weve live life insid bubbl weve live life insid bubbl confid confid confid high speed lyric commerci use 1409617854061,no
6159,0,coldplay never chang want live life never cruel want live life good want fli never come live life friend around never chang never learn want live wooden hous lyric commerci use 1409617854061,no
6160,0,coldplay everyth lost life live im count demon there alway one everyday good one shoulder drove one away ever feel neglect think lost ill count demon yeah hope everyth lost thought could feel around everybodi get dont let drag co ever feel neglect think lost ill count demon yeah sing yeah sing yeah sing yeah lyric commerci use 1409617854061,no
6161,0,coldplay care stand feel safe feel warm your wrong cure im side im alright alright safe feel warm want cure im side lyric commerci use 1409617854061,no
6162,0,coldplay your lost feel alon circumnavig globe ever hope way seem flow circumnavig hope seem lose control everyon us hurt everyon us scar lyric commerci use 1409617854061,no
6163,0,coldplay everyth lost count demon saw one everi day good one shoulder drove one away ever feel neglect think lost ill count demon yeah hope everyth lost thought could feel around everybodi get dont let drag caus ever feel neglect think lost ill count demon yeah hope everyth lost ever feel neglect think lost ill count demon yeah lyric commerci use 1409617854061,no
6164,0,coldplay beauti world bone sink like stone fall home place weve grown us done live beauti world yeah yeah lyric commerci use 1409617854061,no
6165,0,coldplay help round corner stuck middl nowher head ach heavi heart well noth go quit right im tire cant play part come come oh state im come come lyric commerci use 1409617854061,no
6166,0,coldplay bird summer somewher feel air imagin weather somewher summer hand fade im french man regard weather somewher said respect love lyric commerci use 1409617854061,no
6167,0,coldplay see soon lost trust never never dont break back ever say dont answer bulletproof vest window close ill best ill see soon lyric commerci use 1409617854061,no
6168,0,coldplay shiver live look direct pay attent know dont listen caus say see straight dont moment wake moment sleep ill side tri stop ill wait line see care oh want chang well id chang good want know youll alway get way want say dont shiver lyric commerci use 1409617854061,no
6169,0,coldplay yellow live look star look shine everyth yeah yellow came along wrote song thing call yellow took turn oh thing tove done yellow lyric commerci use 1409617854061,no
6170,0,coldplay yellow acoust look star look shine everyth yeah yellow came along wrote song thing call yellow took turn oh thing ive done yellow skin lyric commerci use 1409617854061,no
6171,0,coldplay dont panic acoust bone sinkin like stone weve fought place weve grown us done live beauti world yeah yeah live beauti world lyric commerci use 1409617854061,no
6172,0,coldplay shiver acoust look direct pay attent know dont listen caus say see straight dont moment wake moment sleep ill side tri stop ill wait line see care oh want chang well id chang good want know youll alway get way want say dont shiver lyric commerci use 1409617854061,no
6173,0,coldplay spark acoust drive away know youll say youll say oh sing one know promis ill alway look that ill say oh say oh lyric commerci use 1409617854061,no
6174,0,coldplay troubl acoust oh see spider web tangl lost head thought stupid thing id said oh what spider web im caught middl turn run thought stupid thing id done lyric commerci use 1409617854061,no
6175,0,coldplay never chang acoust want live life never cruel want live life good want fli never come live life friend around never chang never learn want live wooden hous lyric commerci use 1409617854061,no
6176,0,coldplay troubl tran remix oh see spider web tangl lost head thought stupid thing id said oh what spider web im caught middl turn run thought stupid thing id done lyric commerci use 1409617854061,no
6177,0,coldplay everyth lost includ hidden track life live count demon saw one everi day good one shoulder drove one away ever feel neglect think lost ill count demon yeah hope everyth lost thought could feel around everybodi get dont let drag co ever feel neglect think lost ill count demon yeah hope everyth lost ever feel neglect think lost ill count demon yeah hope everyth lost lyric commerci use 1409617854061,no
6178,0,coldplay help around corner stuck middl nowher head ach heavi heart well noth go quit right im tire cant play part oh come come oh state im oh come come wont stay lyric commerci use 1409617854061,no
6179,0,coldplay troubl live rockefel music hall oh see spider web tangl lost head thought stupid thing id said oh what spider web im caught middl turn run thought stupid thing id done lyric commerci use 1409617854061,no
6180,0,coldplay shiver live rockefel music hall look direct pay attent know dont listen caus say see straight dont moment wake moment sleep ill side tri stop ill wait line see care oh want chang well id chang good want know youll alway get way want say dont shiver shiver lyric commerci use 1409617854061,no
6181,0,coldplay spark live rockefel music hall drive away know youll say youll say oh sing one know promis ill alway look yeah that ill say oh say oh lyric commerci use 1409617854061,no
6182,0,coldplay yellow live rockefel music hall look star look shine everyth yeah yellow came along wrote song thing call yellow took time oh thing tove done yellow skin oh yeah skin bone lyric commerci use 1409617854061,no
6183,0,coldplay everyth lost live rockefel music hall count demon saw one everi day good one shoulder drove one away ever feel neglect think lost ill count demon yeah hope everyth lost thought could feel around everybodi get dont let drag caus ever feel neglect think lost ill count demon yeah lyric commerci use 1409617854061,no
6184,0,coldplay life live never meant wrong that came say wrong im sorri dont let stand way lyric commerci use 1409617854061,no
6185,0,coldplay alway head think havent slept think dont forget bodi move goe though tri heart stay still lyric commerci use 1409617854061,no
6186,0,coldplay magic call magic call true call magic im got broken broken two still call magic im next dont dont dont dont dont true dont dont dont dont want anybodi els dont dont dont dont dont true dont dont dont dont want anybodi els lyric commerci use 1409617854061,no
6187,0,coldplay ink got tattoo said togeth thru life carv name pocket knife wonder wake alright feel like there someth broken insid know know im lost whenev go know love lyric commerci use 1409617854061,no
6188,0,coldplay true love second control lost though along fire would rise wish could let know what realli go ive lost let go one last time tell love dont lie lie lyric commerci use 1409617854061,no
6189,0,coldplay midnight dark dawn swirl storm im roll punch hope gone leav light light million mile home lyric commerci use 1409617854061,no
6190,0,coldplay anoth arm late night watch tv use besid use arm around bodi bodi world mean noth anoth arm anoth arm pain rip right anoth arm anoth arm late night watch tv use besid lyric commerci use 1409617854061,no
6191,0,coldplay ocean wait call love call never came readi fall readi claim im readi love readi pain meet sun meet lyric commerci use 1409617854061,no
6192,0,coldplay sky full star caus your sky caus your sky full star im gonna give heart caus your sky caus your sky full star caus light path dont care go tear apart dont care ooh caus sky caus sky full star lyric commerci use 1409617854061,no
6193,0,coldplay hidden track flock bird hover flock bird that think love alway look sky pray dawn caus fli alway sometim arriv sometim gone fli lyric commerci use 1409617854061,no
6194,0,coldplay flock bird hover flock bird that think love alway look sky pray dawn caus fli alway sometim arriv sometim gone lyric commerci use 1409617854061,no
6195,0,coldplay friend your told side your forc throne becom scienc cut con friend ride sunset fli sunset away blow friend ride sunset lyric commerci use 1409617854061,no
6196,0,coldplay ghost stori mayb im ghost disappear anybodi close go tri hold tri hold near mayb im ghost emptier anybodi know mayb im rope im even yeah everytim tri walk wall wall appear what point feel love dont believ im lyric commerci use 1409617854061,no
6197,0,coldplay hurt like heaven written graffiti bridg park ever get feel your miss mark cold cold cold cold written marker factori sign struggl feel life isnt mine cold cold cold cold see arrow shot tri tear us apart take fire belli beat heart still wont let go still wont let go lyric commerci use 1409617854061,no
6198,0,coldplay paradis girl expect world flew away reach ran away sleep dream paraparaparadis paraparaparadis paraparaparadis everi time close eye girl expect world flew away reach bullet catch teeth lyric commerci use 1409617854061,no
6199,0,coldplay charli brown stole key took car downtown lost boy meet took car downtown took offer set free saw light go end scene saw light go stand front scarecrow dream smash heart smithereen lyric commerci use 1409617854061,no
6200,0,coldplay us world oh morn come burst cloud amen lift blindfold let see bring back water ship roll heart left hole tightrop im walk sway tie devil he talk angel eye want lightn strike saint go march sing lyric commerci use 1409617854061,no
6201,0,coldplay everi teardrop waterfal turn music ive got record shut world outsid light come mayb street alight mayb tree gone feel heart start beat favorit song kid danc kid night monday morn feel anoth life turn music im roll time heaven sight turn music got record underneath rubbl sing rebel song dont want see anoth gener drop id rather comma full stop mayb im black mayb im knee mayb im gap two trapez lyric commerci use 1409617854061,no
6202,0,coldplay major minu got one eye watch one care your talk got one eye watch one care your tri care your walk view care your walk view got one eye road one lyric commerci use 1409617854061,no
6203,0,coldplay ufo lord dont know way go way river gonna flow seem upstream keep row still got long way go still got long way go lyric commerci use 1409617854061,no
6204,0,coldplay feat rihanna princess china upon time somebodi ran somebodi ran away say fast got go got go upon time fell apart your hold hand two halv heart upon time burn bright ever seem fight upon time side lyric commerci use 1409617854061,no
6205,0,coldplay princess china upon time somebodi ran somebodi ran away say fast got go got go upon time fell apart your hold hand two halv heart upon time burn bright ever seem fight upon time side lyric commerci use 1409617854061,no
6206,0,coldplay flame time know gone salt water tast long know im wrong know gone flame flame lyric commerci use 1409617854061,no
6207,0,coldplay dont let break heart lost map lost fell trap call your tire race find never left start come babi dont let break heart lyric commerci use 1409617854061,no
6208,0,coldplay bird bird sang break day start hear say hard walk away bird sang choir start littl higher spark sea grey sky blue dream loud til true lyric commerci use 1409617854061,no
6209,0,coldplay charli brown live glastonburi 2011 stole key took car downtown lost boy meet took car downtown took offer set free saw light go end scene saw light go theyr stand front scarecrow dream smash heart smithereen bright red rose come burst concret lyric commerci use 1409617854061,no
6210,0,coldplay life live live glastonburi 2011 never meant wrong that came say wrong im sorri dont let stand way lyric commerci use 1409617854061,no
